Source List,Entity Number,SDN Type,Programs,Name,Title,Address,City,State/Province,Postal Code,Country,Federal Register Notice,Effective Date,Date Lifted/Waived/Expired,Standard Order,License Requirement,License Policy,Call Sign,Vessel Type,Gross Tonnage,Gross Register Tonnage,Vessel Flag,Vessel Owner,Remarks/Notes,Address Number,Address Remarks,Alternate Number,Alternate Type,Alternate Name,Alternate Remarks,Web Link,,,,
EL,,,,"Guangzhou Taicheng Shipbuilding Industry Co., Ltd.",,"Dongdao Village, Dongyong Town, Nansha District",Guangzhou,,,China,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Huisui Zhang,,"Room 204, Building 25, FuRen Ming Yuan, ShengGu Bei Li, ChaoYang District",Beijing,,100029,China,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Jiangsu Hengxiang Science and Education Equipment Co., Ltd.",,"Ground Floor, Building 67, No. 29 Yudao Street",Nanjing,,,China,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,"Jiangsu Southern Airlines Hengxiang Co., Ltd.",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Jinping Chen,,No. 92 Weijin Road,Tianjin,,300072,China,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Jinping Chen,,"3rd Floor, Room 316, A2 Building, Tianjin University Science Park, No. 80, 4th Avenue, Tianjin Economic Development Area (TEDA)",Tianjin,,,China,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Kuang-Chi Group,,"Software Building, No. 9, Gaoxinzhong Road, Nanshan District",Shenzhen,,518057,China,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,"Case-by-case review for items necessary to detect, identify and treat infectious disease; Presumption of denial for all other items subject to the EAR. ",,,,,,,,,,,,Shenzhen Guangqi Group,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"Nanjing Asset Management Co., Ltd.",,No. 29 Yudao Street,Nanjing,,,China,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Nanjing University of Aeronautics and Astronautics,,No. 29 Yudao Street,Nanjing,Jiangsu,,China,85 FR 83420; 88 FR,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,"Nanjing University of Aeronautics and Astronautics, Aerospace Engineering Research Institute; Nanjing University of Aeronautics and Astronautics, Qinhuai Innovation Research Institute; Nanjing University of Aeronautics and Astronautics, Shenzhen Research Institute; Nanjing University of Aeronautics and Astronautics, Suzhou Research Institute; Nanjing University of Aeronautics and Astronautics, Wuxi Research Institute",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Nanjing University of Aeronautics and Astronautics,,"No. 29 Jiangjun Avenue, Jiangning District",Nanjing,Jiangsu,,China,85 FR 83420; 88 FR,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,"Nanjing University of Aeronautics and Astronautics, Aerospace Engineering Research Institute; Nanjing University of Aeronautics and Astronautics, Qinhuai Innovation Research Institute; Nanjing University of Aeronautics and Astronautics, Shenzhen Research Institute; Nanjing University of Aeronautics and Astronautics, Suzhou Research Institute; Nanjing University of Aeronautics and Astronautics, Wuxi Research Institute",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Nanjing University of Aeronautics and Astronautics,,No. 29 Binhe East Road,Liyang,Jiangsu,,China,85 FR 83420; 88 FR,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,"Nanjing University of Aeronautics and Astronautics, Aerospace Engineering Research Institute; Nanjing University of Aeronautics and Astronautics, Qinhuai Innovation Research Institute; Nanjing University of Aeronautics and Astronautics, Shenzhen Research Institute; Nanjing University of Aeronautics and Astronautics, Suzhou Research Institute; Nanjing University of Aeronautics and Astronautics, Wuxi Research Institute",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Nanjing University of Aeronautics and Astronautics,,"Building 3, Sancai Building, 10 Yongzhi Road, Qinhuai District",Nanjing,,,China,85 FR 83420; 88 FR,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,"Nanjing University of Aeronautics and Astronautics, Aerospace Engineering Research Institute; Nanjing University of Aeronautics and Astronautics, Qinhuai Innovation Research Institute; Nanjing University of Aeronautics and Astronautics, Shenzhen Research Institute; Nanjing University of Aeronautics and Astronautics, Suzhou Research Institute; Nanjing University of Aeronautics and Astronautics, Wuxi Research Institute",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Nanjing University of Aeronautics and Astronautics,,"Building 6, 78 Keling Road, Science and Technology City, High-tech Zone",Suzhou,,,China,85 FR 83420; 88 FR,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,"Nanjing University of Aeronautics and Astronautics, Aerospace Engineering Research Institute; Nanjing University of Aeronautics and Astronautics, Qinhuai Innovation Research Institute; Nanjing University of Aeronautics and Astronautics, Shenzhen Research Institute; Nanjing University of Aeronautics and Astronautics, Suzhou Research Institute; Nanjing University of Aeronautics and Astronautics, Wuxi Research Institute",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Nanjing University of Aeronautics and Astronautics,,"No. 40 Renmin South Road, Luoshe Town, Huishan District",Wuxi,,,China,85 FR 83420; 88 FR,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,"Nanjing University of Aeronautics and Astronautics, Aerospace Engineering Research Institute; Nanjing University of Aeronautics and Astronautics, Qinhuai Innovation Research Institute; Nanjing University of Aeronautics and Astronautics, Shenzhen Research Institute; Nanjing University of Aeronautics and Astronautics, Suzhou Research Institute; Nanjing University of Aeronautics and Astronautics, Wuxi Research Institute",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Nanjing University of Aeronautics and Astronautics,,"Room 218, Zone A, Building R4, Virtual University Park, No.19, Gaoxin South Fourth Road, Yuehai Street, Nanshan District",Shenzhen,,,China,85 FR 83420; 88 FR,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,"Nanjing University of Aeronautics and Astronautics, Aerospace Engineering Research Institute; Nanjing University of Aeronautics and Astronautics, Qinhuai Innovation Research Institute; Nanjing University of Aeronautics and Astronautics, Shenzhen Research Institute; Nanjing University of Aeronautics and Astronautics, Suzhou Research Institute; Nanjing University of Aeronautics and Astronautics, Wuxi Research Institute",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Nanjing University of Aeronautics and Astronautics,,"No. 69 Feitian Dadao, Jiangning Development Zone",Nanjing,,,China,85 FR 83420; 88 FR,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,"Nanjing University of Aeronautics and Astronautics, Aerospace Engineering Research Institute; Nanjing University of Aeronautics and Astronautics, Qinhuai Innovation Research Institute; Nanjing University of Aeronautics and Astronautics, Shenzhen Research Institute; Nanjing University of Aeronautics and Astronautics, Suzhou Research Institute; Nanjing University of Aeronautics and Astronautics, Wuxi Research Institute",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Nanjing University of Science and Technology,,"No. 200 Xiaolingwei Street, Xuanwu District",Nanjing,Jiangsu,,China,85 FR 83420; 88 FR,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,"Nanjing University of Science and Technology, Lianyungang Research Institute; Nanjing University of Science and Technology, North China Institute; Nanjing University of Science and Technology, Shuyang Industrial Design and Creative Industry Research Institute; Nanjing University of Science and Technology, Taizhou Research Institute",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Nanjing University of Science and Technology,,"No. 89 Wenlan Road, Qixia District",Nanjing,Jiangsu,,China,85 FR 83420; 88 FR,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,"Nanjing University of Science and Technology, Lianyungang Research Institute; Nanjing University of Science and Technology, North China Institute; Nanjing University of Science and Technology, Shuyang Industrial Design and Creative Industry Research Institute; Nanjing University of Science and Technology, Taizhou Research Institute",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Nanjing University of Science and Technology,,"8 Nujiang Road, Hexi District",Tianjin,,,China,85 FR 83420; 88 FR,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,"Nanjing University of Science and Technology, Lianyungang Research Institute; Nanjing University of Science and Technology, North China Institute; Nanjing University of Science and Technology, Shuyang Industrial Design and Creative Industry Research Institute; Nanjing University of Science and Technology, Taizhou Research Institute",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Nanjing University of Science and Technology,,"No. 2, Chenguang Road, Science and Education Entrepreneurship Park",Lianyungang,Jiangsu,,China,85 FR 83420; 88 FR,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,"Nanjing University of Science and Technology, Lianyungang Research Institute; Nanjing University of Science and Technology, North China Institute; Nanjing University of Science and Technology, Shuyang Industrial Design and Creative Industry Research Institute; Nanjing University of Science and Technology, Taizhou Research Institute",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Nanjing University of Science and Technology,,"3-4 Floor, Building A, Software Industry Building, Shuyang County",Suqian City,Jiangsu,,China,85 FR 83420; 88 FR,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,"Nanjing University of Science and Technology, Lianyungang Research Institute; Nanjing University of Science and Technology, North China Institute; Nanjing University of Science and Technology, Shuyang Industrial Design and Creative Industry Research Institute; Nanjing University of Science and Technology, Taizhou Research Institute",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Nanjing University of Science and Technology,,"Science and Education Entrepreneurship Park, Jingdu Avenue North, Donghai County",Lianyungang,Jiangsu,,China,85 FR 83420; 88 FR,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,"Nanjing University of Science and Technology, Lianyungang Research Institute; Nanjing University of Science and Technology, North China Institute; Nanjing University of Science and Technology, Shuyang Industrial Design and Creative Industry Research Institute; Nanjing University of Science and Technology, Taizhou Research Institute",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Nanjing University of Science and Technology,,"Mechanical Chemical Experimental Building, No. 8, Meilan East Road, Hailing District",Taizhou City,Jiangsu,,China,85 FR 83420; 88 FR,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,"Nanjing University of Science and Technology, Lianyungang Research Institute; Nanjing University of Science and Technology, North China Institute; Nanjing University of Science and Technology, Shuyang Industrial Design and Creative Industry Research Institute; Nanjing University of Science and Technology, Taizhou Research Institute",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Ningbo Semiconductor International Corporation (NSI),,"No. 331-335 Anju Road, Xiaogang Street, Beilun District",Ningbo,Zhejiang,,China,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,"Presumption of denial for items uniquely required for production of semiconducto rs at advanced technology nodes (10 nanometers and below, including extreme ultraviolet technology); Case by case for all other items",,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Ningbo Semiconductor International Corporation (NSI),,"1MC07, Jiuzhou Center, No. 95, Lane 85, Cailun Road, Pudong New Area",Shanghai,,,China,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,"Presumption of denial for items uniquely required for production of semiconducto rs at advanced technology nodes (10 nanometers and below, including extreme ultraviolet technology); Case by case for all other items",,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,ROFS Microsystems,,No. 92 Weijin Road,Tianjin,,300072,China,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,ROFS Microsystems,,"3rd Floor, Room 316, A2 Building, Tianjin University Science Park, No. 80, 4th Avenue, Tianjin Economic Development Area (TEDA)",Tianjin,,,China,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Semiconductor Manufacturing International (Beijing) Corporation,,"No. 18 Wen Chang Road, Beijing Economic-Technological Development Area",Beijing,,100176,China,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,"Presumption of denial for items uniquely required for production of semiconducto rs at advanced technology nodes (10 nanometers and below, including extreme ultraviolet technology); Case by case for all other items.",,,,,,,,,,,,SMIC Beijing,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Semiconductor Manufacturing International Corporation (SMIC),,"No. 18 Zhang Jiang Road, Pudong New Area",Shanghai,,201203,China,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,"Presumption of denial for items uniquely required for production of semiconducto rs at advanced technology nodes (10 nanometers and below, including extreme ultraviolet technology); Case by case for all other items",,,,,,,,,,,,Semiconductor Manufacturing International (Shanghai) Corporation; SMIC Shanghai; and Semiconductor Mfg International Corp.,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Semiconductor Manufacturing International (Shenzhen) Corporation,,"No. 18 Gaoxin Road, Export Processing Zone, Pingshan New Area",Shenzhen,,518118,China,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,"Presumption of denial for items uniquely required for production of semiconducto rs at advanced technology nodes (10 nanometers and below, including extreme ultraviolet technology); Case by case for all other items.",,,,,,,,,,,,SMIC Shenzhen,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Semiconductor Manufacturing International (Shenzhen) Corporation,,"1st Lanzhu Avenue, Pingshan Town, Longgang District",Shenzhen,Guangdong,518118,China,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,"Presumption of denial for items uniquely required for production of semiconducto rs at advanced technology nodes (10 nanometers and below, including extreme ultraviolet technology); Case by case for all other items.",,,,,,,,,,,,SMIC Shenzhen,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Semiconductor Manufacturing International (Shenzhen) Corporation,,"Qier Road, Export Processing Zone, Pingshan New Area",Shenzhen,,,China,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,"Presumption of denial for items uniquely required for production of semiconducto rs at advanced technology nodes (10 nanometers and below, including extreme ultraviolet technology); Case by case for all other items.",,,,,,,,,,,,SMIC Shenzhen,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Semiconductor Manufacturing International (Tianjin) Corporation,,"No. 19 Xing Hua Avenue, Xiqing Economic Development Area",Tianjin,,300385,China,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,"Presumption of denial for items uniquely required for production of semiconducto rs at advanced technology nodes (10 nanometers and below, including extreme ultraviolet technology); Case by case for all other items. ",,,,,,,,,,,,SMIC Tianjin,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Semiconductor Manufacturing South China Corporation,,"5th Floor, Building 3, No.18 Zhang Jiang Road, Pilot Free Trade Zone",Shanghai,,,China,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,"Presumption of denial for items uniquely required for production of semiconducto rs at advanced technology nodes (10 nanometers and below, including extreme ultraviolet technology); Case by case for all other items",,,,,,,,,,,,"SMSC; SMIC Southern Integrated Circuit Manufacturing Co., Ltd.; SMIC South; and SMIC Southern",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,SJ Semiconductor,,"6 Dongsheng West Road, Building A8-4",Jiangyin City,Jiangsu Province,214437,China,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,"Presumption of denial for items uniquely required for production of semiconducto rs at advanced technology nodes (10 nanometers and below, including extreme ultraviolet technology); Case by case for all other items. ",,,,,,,,,,,,SJ Semiconductor (Jiangyin) Corp.; and SJ Jiangyin,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,SMIC Holdings Limited,,"Building 1, No. 1059 Dangui Road, Pilot Free Trade Zone",Shanghai,,,China,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,"Presumption of denial for items uniquely required for production of semiconducto rs at advanced technology nodes (10 nanometers and below, including extreme ultraviolet technology); Case by case for all other items",,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"SMIC Northern Integrated Circuit Manufacturing (Beijing) Co., Ltd.",,"Building 9, No. 18 Wenchang Avenue, Beijing Economic and Technological Development Zone",Beijing,,,China,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,"Presumption of denial for items uniquely required for production of semiconducto rs at advanced technology nodes (10 nanometers and below, including extreme ultraviolet technology); Case by case for all other items",,,,,,,,,,,,Semiconductor Manufacturing North China (Beijing) Corporation; and SMIC North,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,"SMIC Semiconductor Manufacturing (Shanghai) Co., Ltd., ",,"Room 602, Building 1, No.158 Suya Road, Suzhou Industrial Park",Shanghai,,,China,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,"Presumption of denial for items uniquely required for production of semiconducto rs at advanced technology nodes (10 nanometers and below, including extreme ultraviolet technology); Case by case for all other items",,,,,,,,,,,,Suzhou Design Center,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Tianjin Micro Nano Manufacturing (MNMT),,"3rd Floor, Room 316, A2 Building, Tianjin University Science Park, No. 80, 4th Avenue, Tianjin Economic Development Area (TEDA)",Tianjin,,,China,85 FR 83420,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Tianjin University,,No. 92 Weijin Road,Tianjin,,300072,China,85 FR 83420; 88 FR,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,"Tianjin University, Binhai Industrial Research Institute; Tianjin University, Hefei Institute for Innovation and Development; Tianjin University, Institute of Medical Robots and Intelligent Systems; Tianjin University, Jinnan Innovation Research Institute; Tianjin University, Qingdao Ocean Engineering Research Institute; Tianjin University, Quanzhou Integrated Circuit and Artificial Intelligence Research Institute; Tianjin University, Shandong Research Institute; Tianjin University, Shenzhen Research Institute; Tianjin University, Sichuan Innovation Research Institute; Tianjin University, Urban Planning and Design Institute; Tianjin University, Wuqing Institute of Frontier Technology; Tianjin University, Zhejiang Research Institute; Tianjin University, Zhejiang Shaoxing Research Institute; Tianjin University, Zhongyuan Advanced Technology Research Institute",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Tianjin University,,"Building 2, 1 Xinxing Road, Wuqing Development Zone, Tianjin New Technology Industrial Park",Tianjin,,,China,85 FR 83420; 88 FR,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,"Tianjin University, Binhai Industrial Research Institute; Tianjin University, Hefei Institute for Innovation and Development; Tianjin University, Institute of Medical Robots and Intelligent Systems; Tianjin University, Jinnan Innovation Research Institute; Tianjin University, Qingdao Ocean Engineering Research Institute; Tianjin University, Quanzhou Integrated Circuit and Artificial Intelligence Research Institute; Tianjin University, Shandong Research Institute; Tianjin University, Shenzhen Research Institute; Tianjin University, Sichuan Innovation Research Institute; Tianjin University, Urban Planning and Design Institute; Tianjin University, Wuqing Institute of Frontier Technology; Tianjin University, Zhejiang Research Institute; Tianjin University, Zhejiang Shaoxing Research Institute; Tianjin University, Zhongyuan Advanced Technology Research Institute",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Tianjin University,,"Building 1, Entrepreneurship Center (Incubator D plot), Blue Silicon Valley Core District",Qingdao,,,China,85 FR 83420; 88 FR,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,"Tianjin University, Binhai Industrial Research Institute; Tianjin University, Hefei Institute for Innovation and Development; Tianjin University, Institute of Medical Robots and Intelligent Systems; Tianjin University, Jinnan Innovation Research Institute; Tianjin University, Qingdao Ocean Engineering Research Institute; Tianjin University, Quanzhou Integrated Circuit and Artificial Intelligence Research Institute; Tianjin University, Shandong Research Institute; Tianjin University, Shenzhen Research Institute; Tianjin University, Sichuan Innovation Research Institute; Tianjin University, Urban Planning and Design Institute; Tianjin University, Wuqing Institute of Frontier Technology; Tianjin University, Zhejiang Research Institute; Tianjin University, Zhejiang Shaoxing Research Institute; Tianjin University, Zhongyuan Advanced Technology Research Institute",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Tianjin University,,"14th/16th Floor, Integrated Business Building, Hefei Export Processing Zone, (South of Yungu Road, East of Taozhi Road, Hefei Economic Development Zone)",Hefei,Anhui Province,,China,85 FR 83420; 88 FR,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,"Tianjin University, Binhai Industrial Research Institute; Tianjin University, Hefei Institute for Innovation and Development; Tianjin University, Institute of Medical Robots and Intelligent Systems; Tianjin University, Jinnan Innovation Research Institute; Tianjin University, Qingdao Ocean Engineering Research Institute; Tianjin University, Quanzhou Integrated Circuit and Artificial Intelligence Research Institute; Tianjin University, Shandong Research Institute; Tianjin University, Shenzhen Research Institute; Tianjin University, Sichuan Innovation Research Institute; Tianjin University, Urban Planning and Design Institute; Tianjin University, Wuqing Institute of Frontier Technology; Tianjin University, Zhejiang Research Institute; Tianjin University, Zhejiang Shaoxing Research Institute; Tianjin University, Zhongyuan Advanced Technology Research Institute",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Tianjin University,,"51 Lutai Dadao, Zhangdian District",Zibo City,Shandong Province,,China,85 FR 83420; 88 FR,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,"Tianjin University, Binhai Industrial Research Institute; Tianjin University, Hefei Institute for Innovation and Development; Tianjin University, Institute of Medical Robots and Intelligent Systems; Tianjin University, Jinnan Innovation Research Institute; Tianjin University, Qingdao Ocean Engineering Research Institute; Tianjin University, Quanzhou Integrated Circuit and Artificial Intelligence Research Institute; Tianjin University, Shandong Research Institute; Tianjin University, Shenzhen Research Institute; Tianjin University, Sichuan Innovation Research Institute; Tianjin University, Urban Planning and Design Institute; Tianjin University, Wuqing Institute of Frontier Technology; Tianjin University, Zhejiang Research Institute; Tianjin University, Zhejiang Shaoxing Research Institute; Tianjin University, Zhongyuan Advanced Technology Research Institute",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Tianjin University,,"5th Floor (Science Park), Tianda High-tech Building, 192 Anshan West Road, Nankai District",Tianjin,,,China,85 FR 83420; 88 FR,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,"Tianjin University, Binhai Industrial Research Institute; Tianjin University, Hefei Institute for Innovation and Development; Tianjin University, Institute of Medical Robots and Intelligent Systems; Tianjin University, Jinnan Innovation Research Institute; Tianjin University, Qingdao Ocean Engineering Research Institute; Tianjin University, Quanzhou Integrated Circuit and Artificial Intelligence Research Institute; Tianjin University, Shandong Research Institute; Tianjin University, Shenzhen Research Institute; Tianjin University, Sichuan Innovation Research Institute; Tianjin University, Urban Planning and Design Institute; Tianjin University, Wuqing Institute of Frontier Technology; Tianjin University, Zhejiang Research Institute; Tianjin University, Zhejiang Shaoxing Research Institute; Tianjin University, Zhongyuan Advanced Technology Research Institute",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Tianjin University,,"No. 2, Haitai Huakke No.5 Road, Huayuan Industrial Park (Outside the Ring), Binhai High-tech Zone",Tianjin,,,China,85 FR 83420; 88 FR,12/18/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,"Tianjin University, Binhai Industrial Research Institute; Tianjin University, Hefei Institute for Innovation and Development; Tianjin University, Institute of Medical Robots and Intelligent Systems; Tianjin University, Jinnan Innovation Research Institute; Tianjin University, Qingdao Ocean Engineering Research Institute; Tianjin University, Quanzhou Integrated Circuit and Artificial Intelligence Research Institute; Tianjin University, Shandong Research Institute; Tianjin University, Shenzhen Research Institute; Tianjin University, Sichuan Innovation Research Institute; Tianjin University, Urban Planning and Design Institute; Tianjin University, Wuqing Institute of Frontier Technology; Tianjin University, Zhejiang Research Institute; Tianjin University, Zhejiang Shaoxing Research Institute; Tianjin University, Zhongyuan Advanced Technology Research Institute",,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
